LEA Code,District Name,School Code,School Name,Organization Type,School Type,Low Grade,High Grade,Address,City,State,Zip,County,Current Status,Categories And Programs,Virtual School,IB Program,Phone Number,Fax Number,Website Url,Email
2303,Greenfield,2105,Our Father's Lutheran School,Private School,Elementary School,K4,08,6023 S 27th St,Greenfield,WI,53221,Milwaukee,OPEN,Choice,,,414-282-7500,414-282-9737,ofls.org,bcahill@ourfatherslutheran.org
2303,Greenfield,4560,Saint John the Evangelist,Private School,Elementary School,K4,08,8500 W Coldspring Rd,Greenfield,WI,53228,Milwaukee,OPEN,Choice,,,414-321-8540,,sje.k12.wi.us,boberdorf@sje.school
2310,Green Lake,2282,Peace Lutheran School,Private School,Elementary School,K4,08,435 Walker Ave,Green Lake,WI,54941,Green Lake,OPEN,,,,920-294-3509,,peacelutheranschoolgreenlake.org,peacegl@peacegl.net
2394,Greenwood,1401,Breezeway Amish School,Private School,Elementary School,01,08,N10599 Resewood Ave,Greenwood,WI,54437,Clark,OPEN,,,,,,,
2394,Greenwood,2026,Evergreen Dale Amish School,Private School,Elementary School,01,08,W7022 Popple River Rd,Greenwood,WI,54437,Clark,OPEN,,,,715-937-0161,,,jogreen@greenwood.k12.wi.us
2394,Greenwood,1554,Fairview Amish School,Private School,Elementary School,01,08,W5054 26th Rd,Greenwood,WI,54437,Clark,OPEN,,,,,,,
2394,Greenwood,1402,Green Meadow Amish School,Private School,Elementary School,01,08,W5051 Willard Rd,Greenwood,WI,54437,Clark,OPEN,,,,,,,
2394,Greenwood,1296,Pleasant View Amish School,Private School,Elementary School,01,08,W6729 County Highway G,Greenwood,WI,54437,Clark,OPEN,,,,,,,
2394,Greenwood,1555,Willard Amish School 1,Private School,Elementary School,01,08,W78 Crow Rd,Greenwood,WI,54437,Clark,OPEN,,,,,,,
2420,Hamilton,1025,Peace Lutheran Academy,Private School,Elementary School,KG,08,W240N6145 Maple Ave,Sussex,WI,53089,Waukesha,OPEN,,,,262-246-3200,,https://peacesussex.org/,office@peacesussex.org
2420,Hamilton,2292,Pilgrim Evangelical Lutheran School,Private School,Elementary School,K4,08,W156N5429 Bette Dr,Menomonee Falls,WI,53051,Waukesha,OPEN,Choice,,,262-781-3520,,www.pilgrimcares.org,office@pilgrimcares.org
2420,Hamilton,2800,Saint Agnes School,Private School,Elementary School,K4,08,12801 W Fairmount Ave,Butler,WI,53007,Waukesha,OPEN,Choice,,,262-781-4996,262-781-3512,www.stagnesparish.org,school@stagnesparish.org
2420,Hamilton,4450,Saint John's Lutheran School,Private School,Elementary School,K4,08,20813 W Forest View Dr,Lannon,WI,53046,Waukesha,OPEN,Choice,,,262-251-2940,--,www.stjohnslannon.org,office@stjohnslannon.org
2420,Hamilton,8800,Zion Lutheran School,Private School,Elementary School,K4,08,N48W18700 Lisbon Rd,Menomonee Falls,WI,53051,Waukesha,OPEN,Choice,,,262-781-7437,262-781-4656,zioninthefalls.org,principal@zioninthefalls.org
2422,Saint Croix Central,1970,Acton Academy Hudson,Private School,Elementary School,K4,05,985 70th Ave,Roberts,WI,54023,Saint Croix,CLOSED,,,,651-323-8804,,https://www.actonacademyhudson.org/,admin@actonacademyhudson.org
2443,Hartford J1,2275,Peace Lutheran School,Private School,Elementary School,K4,08,1025 Peace Lutheran Dr,Hartford,WI,53027,Washington,OPEN,Choice,,,262-673-3811,--,peacehartford.org/school,principal@peacehartford.org
2443,Hartford J1,5480,Saint Kilian School,Private School,Elementary School,K4,08,245 High St,Hartford,WI,53027,Washington,OPEN,Choice,,,262-673-3081,,stkiliancong.org/school,trimbergerj@stkiliancong.org
2450,Arrowhead UHS,1214,Lake Country Lutheran High School,Private School,High School,09,12,401 Campus Dr,Hartland,WI,53029,Waukesha,OPEN,Choice,,,262-367-8600,262-367-0611,www.lakecountryhs.org,zbickel@lakecountryhs.org
2450,Arrowhead UHS,8600,University Lake School,Private School,Combined Elementary/Secondary School,K4,12,4024 Nagawicka Rd,Hartland,WI,53029,Waukesha,OPEN,,,,262-367-6011,--,www.universitylake.org,melissa.benson@universitylake.org
2460,Hartland-Lakeside J3,3530,Saint Charles Parish School,Private School,Elementary School,K4,08,526 Renson Rd,Hartland,WI,53029,Waukesha,OPEN,,,,262-367-2040,--,https://www.stcharleshartland.org/,school@stcharleshartland.org
2460,Hartland-Lakeside J3,8835,Zion Lutheran School,Private School,Elementary School,K4,08,1023 E Capitol Dr,Hartland,WI,53029,Waukesha,CLOSED,,,,262-367-3617,,www.zionhartland.org,jfreese@zionhartland.org
2478,Hayward Community,2025,Northern Lights Christian Academy,Private School,Combined Elementary/Secondary School,KG,12,15733 County Road B,Hayward,WI,54843,Sawyer,OPEN,,,,715-634-5040,715-634-7373,,sawnlca@yahoo.com
2478,Hayward Community,2045,Northwoods Mennonite School,Private School,Combined Elementary/Secondary School,01,12,14547 N County Road K,Hayward,WI,54843,Sawyer,OPEN,,,,715-897-4772,,,
2478,Hayward Community,3805,Saint Francis Solanus School,Private School,Elementary School,K4,08,13885 W Mission Rd,Stone Lake,WI,54876,Sawyer,OPEN,,,,715-865-3662,715-865-4055,www.stfrancismission.org,schsis@cheqnet.net
2478,Hayward Community,1972,Trinitas Classical Academy,Private School,Elementary School,K4,03,10557 Minnesota Ave,Hayward,WI,54843,Sawyer,OPEN,,,,715-699-1188,,https://www.tcahayward.com,lzeigle@tcahayward.com
2485,Southwestern Wisconsin,1450,Holy Ghost Immaculate Conception School,Private School,Elementary School,03,08,3685 County Highway HHH,Kieler,WI,53812,Grant,OPEN,,,,608-568-7220,608-568-3811,hgicschool.com,mullerm@hgicschool.com
2485,Southwestern Wisconsin,5060,Saint Joseph Grade School,Private School,Elementary School,K4,08,780 County Hwy Z,Hazel Green,WI,53811,Grant,OPEN,,,,608-748-4442,608-748-5201,,principalwills@stjosephscs.info
2534,Hilbert,5940,Saint Mary Catholic School,Private School,Elementary School,K4,06,154 S Sixth St,Hilbert,WI,54129,Calumet,OPEN,Choice,,,920-853-3216,920-853-3560,stmaryhilbert.com,chasro@stmaryhilbert.com
2534,Hilbert,8400,Trinity Lutheran School,Private School,Elementary School,K4,08,N6081 W River Rd,Hilbert,WI,54129,Calumet,OPEN,Choice,,,920-853-3134,920-853-3134,trinityrantoul.org,office@trinityrantoul.org
2562,Onalaska,1855,Acton Midwest,Private School,Elementary School,K4,K4,N5075 Green Coulee Rd,Onalaska,WI,54650,La Crosse,OPEN,,,,608-690-3452,,http://www.actonmidwest.org,hello@actonmidwest.org
2562,Holmen,1798,Great River Montessori,Private School,Elementary School,K4,06,315 Ryan Street,Holmen,WI,54636,La Crosse,OPEN,,,,608-615-1800,,www.greatrivermontessori.com,admin@greatrivermontessori.com
2570,Holy Hill Area,1997,Saint Augustine School,Private School,Combined Elementary/Secondary School,K4,12,4908 Monches Rd,Colgate,WI,53017,Washington,OPEN,Choice,,,262-628-9838,,www.saintaugustineschool.net,office@saintaugustineschoolinc.net
2570,Holy Hill Area,4020,Saint Gabriel Grade School,Private School,Elementary School,K4,08,1200 Saint Gabriel Way,Hubertus,WI,53033,Washington,OPEN,,,,262-628-1711,262-628-0280,www.sgabriel.org,bbartholomew@sgabriel.org
2576,Horicon,1336,Mountain Top Christian Academy,Private School,Combined Elementary/Secondary School,K4,12,W3941 Hwy 33,Horicon,WI,53032,Dodge,OPEN,,,,920-485-6630,,www.mtcacougars.com,mtcacougars@gmail.com
2576,Horicon,6670,Saint Matthews Lutheran School,Private School,Elementary School,K4,08,308 Herman St,Iron Ridge,WI,53035,Dodge,OPEN,,,,920-625-6600,,www.stmatthewironridge.com,office@stmatthewironridge.com
2576,Horicon,7850,Saint Stephen Lutheran School,Private School,Elementary School,K4,08,505 N Palmatory St,Horicon,WI,53032,Dodge,OPEN,Choice,,,920-485-6687,920-485-2545,www.ststephen-lcms.org,sseehafer@ststephen-lcms.org
2583,Hortonville Area,0200,Bethlehem Lutheran School,Private School,Elementary School,K4,08,126 N Pine,Hortonville,WI,54944,Outagamie,OPEN,,,,920-779-6761,920-779-4320,www.bethlehem-wels.com,principal@bethlehem-wels.com
2583,Hortonville Area,1503,Immanuel Evangelical Lutheran School,Private School,Elementary School,K4,08,W7265 School Rd,Greenville,WI,54942,Outagamie,OPEN,Choice,,,920-757-6606,,www.immluth.org,lmatthias@immluth.org
2583,Hortonville Area,3625,Saint Edward School,Private School,Elementary School,K4,05,N2944 State Road 47,Appleton,WI,54913,Outagamie,OPEN,Choice,,,920-733-6276,--,https://www.stedwardmackville.org/school,office@stedwardk5.org
2583,Hortonville Area,5925,Saint Mary of the Immaculate Conception,Private School,Elementary School,K4,08,N2387 Municipal Dr,Greenville,WI,54942,Outagamie,OPEN,Choice,,,920-202-3454,,www.stmarygreenville.org,eduhn@stmarygreenville.org
2604,Howard-Suamico,1902,Anderson Campbell Educational Institute,Private School,Combined Elementary/Secondary School,02,08,2202 Woodale Ave,Green Bay,WI,54313,Brown,OPEN,,,,920-884-2990,,https://aceinstitute.info,admin@aceinstitute.info
2604,Howard-Suamico,1965,Highlands Latin Cottage School Northeast,Private School,Combined Elementary/Secondary School,K4,07,3340 Lineville Rd,Green Bay,WI,54313,Brown,OPEN,,,,920-301-5948,,,information@highlandslatin.org
2604,Howard-Suamico,2335,Providence Academy,Private School,Combined Elementary/Secondary School,K4,12,3435 Shawano Ave,Green Bay,WI,54313,Brown,OPEN,,,,920-592-0890,--,www.providencegb.org,info@providencegb.org
2604,Howard-Suamico,4532,Saint John the Baptist School: GRACE,Private School,Elementary School,K4,08,2561 Glendale Ave,Green Bay,WI,54313,Brown,OPEN,Choice,,,920-434-3822,920-434-5016,www.sjbhschool.org,gthom@gracesystem.org
2605,Howards Grove,7290,Saint Paul's Lutheran School,Private School,Elementary School,K4,08,441 Millersville Ave,Howards Grove,WI,53083,Sheboygan,OPEN,Choice,,,920-565-3780,,www.stpaulshowardsgrove.org,secretary@stpaulshowardsgrove.org
2611,Hudson,6925,Saint Patrick Catholic School,Private School,Elementary School,K4,08,403 Saint Croix St,Hudson,WI,54016,Saint Croix,OPEN,,,,715-386-3941,715-386-9453,www.stpatrickofhudson.org,dbell@stpatrickeducenter.org
2611,Hudson,8550,Trinity Academy,Private School,Combined Elementary/Secondary School,KG,08,1205 6th St,Hudson,WI,54016,Saint Croix,OPEN,,,,715-386-9349,715-386-0137,www.trinityacademyofhudson.org,schooloffice@trinityhudson.org
2618,Hurley,2043,Northwoods Christian Academy,Private School,Elementary School,K4,08,610 US Highway 51 S,Hurley,WI,54534,Iron,CLOSED,,,,715-561-4355,,,northwoodschristianacademy@gmail.com
2625,Hustisford,0160,Bethany Lutheran School,Private School,Elementary School,K4,08,280 N Ridge St,Hustisford,WI,53034,Dodge,OPEN,Choice,,,920-349-3244,920-349-3245,www.bethanyhustisford.com,office@bethanyhustisford.com
2632,Independence,8300,SS Peter and Paul Grade School,Private School,Elementary School,K4,08,36100 Osseo Rd,Independence,WI,54747,Trempealeau,OPEN,Choice,,,715-985-3719,715-985-2649,saintspeterandpaulschoolindependence.weebly.com,ssppprincipal@ssppwi.org
2695,Janesville,2050,LHBM Legacy Academy,Private School,Combined Elementary/Secondary School,01,12,910 Conde St,Janesville,WI,53546,Rock,OPEN,,,,920-510-5664,,www.lhbmlegacyllc.com,zachary@lhbmlegacyllc.com
2695,Janesville,2085,Oakhill Christian School,Private School,Combined Elementary/Secondary School,K4,12,1650 S Oakhill Ave,Janesville,WI,53546,Rock,OPEN,,,,608-754-2759,,www.ocsroyals.org,office@ocsroyals.org
2695,Janesville,1595,Rock County Christian School,Private School,Elementary School,KG,05,5122 S Driftwood Dr,Janesville,WI,53546,Rock,OPEN,Choice,,,608-757-1000,608-757-1058,www.rccs.us,office@rccs.us
2695,Janesville,4630,Saint John Vianney Catholic School,Private School,Elementary School,K4,08,1250 E Racine St,Janesville,WI,53545,Rock,OPEN,,,,608-752-6802,608-752-3095,www.sjvknights.org,hmiller@sjvknights.org
2695,Janesville,5960,Saint Mary Grade School,Private School,Elementary School,KG,05,307 E Wall St,Janesville,WI,53545,Rock,OPEN,,,,608-754-5221,608-754-1871,www.nativitymary.org,principal@stmaryschoolwi.com
2695,Janesville,6675,Saint Matthews Lutheran School,Private School,Elementary School,K4,08,709 Milton Ave,Janesville,WI,53545,Rock,OPEN,,,,608-752-1304,608-757-9076,www.stmatthewsjanesville.org,stmatthews@charter.net
2695,Janesville,7267,Saint Paul's Lutheran School,Private School,Elementary School,K4,08,210 S Ringold St,Janesville,WI,53545,Rock,OPEN,Choice,,,608-754-4471,608-754-4050,www.stpaulsjanesville.com,schooloffice@stpaulsjanesville.com
2695,Janesville,8070,Saint William Grade School,Private School,Elementary School,K4,08,1822 Ravine St,Janesville,WI,53548,Rock,OPEN,,,,608-755-5184,608-755-5181,www.stwilliam.net,principal@stwilliam.net
2702,Jefferson,4537,Saint John the Baptist Grade School,Private School,Elementary School,K4,08,333 E Church St,Jefferson,WI,53549,Jefferson,OPEN,,,,920-674-5821,920-674-2521,www.stjohnbaptist.net,bbare@stjohnbaptist.net
2702,Jefferson,4670,Saint John's Evangelical Lutheran School,Private School,Elementary School,K4,08,232 E Church St,Jefferson,WI,53549,Jefferson,OPEN,Choice,,,920-674-2922,920-674-5477,www.sjlwels.org,plemke@sjlwels.org
2702,Jefferson,7510,Saint Peter's Lutheran School,Private School,Elementary School,K4,08,W3255 Highway 18,Helenville,WI,53137,Jefferson,OPEN,Choice,,,262-582-3010,262-582-3010,stpeterslutheran-helenville.org,headofschool@stpetershelenville.com
2744,Dodgeland,4837,Saint John's Lutheran School,Private School,Elementary School,K4,08,402 S Main St,Juneau,WI,53039,Dodge,OPEN,Choice,,,920-386-4644,--,stjohnsjuneau.org,school@stjohnsjuneau.org
2758,Kaukauna Area,2069,LIFE / Listen - Identify the Problem,Private School,Combined Elementary/Secondary School,06,12,514 Draper St,Kaukauna,WI,54130,Outagamie,OPEN,,,,920-243-3425,,,cajea1992@gmail.com
2758,Kaukauna Area,1933,Lync Academy LLC,Private School,Combined Elementary/Secondary School,KG,12,200 E 2nd St,Kaukauna,WI,54130,Outagamie,CLOSED,,,,920-462-4021,,https://lyncacademy.com,info@lyncacademy.com
2758,Kaukauna Area,0930,Saint Ignatius of Loyola Catholic School,Private School,Combined Elementary/Secondary School,K4,12,220 Doty St,Kaukauna,WI,54130,Outagamie,OPEN,Choice,,,920-766-0186,920-759-2428,www.stignatiuskaukauna.org,headmaster@stignatiuskaukauna.org
2758,Kaukauna Area,4515,Saint John Sacred Heart School,Private School,Elementary School,K4,08,N361 Military Rd,Sherwood,WI,54169,Calumet,CLOSED,,,,920-989-1373,920-989-1689,www.stjohnsacredheart.org,sjshprincipal@gmail.com
2758,Kaukauna Area,1986,Shepherd of the Valley Lutheran School,Private School,Elementary School,K4,K4,800 Augustine St,Kaukauna,WI,54130,Outagamie,OPEN,Choice,,,920-731-4001,,www.svls.us,jacob.steinmetz@svls.us
2758,Kaukauna Area,8410,Trinity Lutheran Grade School,Private School,Elementary School,K4,K4,800 Augustine St,Kaukauna,WI,54130,Outagamie,CLOSED,,,,920-766-2029,920-759-6170,www.trinitykaukauna.com,school@trinitykaukauna.com
2793,Kenosha,1624,All Saints Catholic School,Private School,Elementary School,K4,08,4400 22nd Ave,Kenosha,WI,53140,Kenosha,OPEN,,,,262-925-4000,262-925-0399,www.allsaintskenosha.org,kneu@allsaintskenosha.org
2793,Kenosha,0343,Christian Life School,Private School,Combined Elementary/Secondary School,K4,12,10700 75th St,Kenosha,WI,53142,Kenosha,OPEN,Choice,,,262-694-3900,262-857-0725,www.kclsed.org,jbogaczyk@staff.kclsed.org
2793,Kenosha,1869,Kenosha Christian Academy,Private School,Elementary School,K4,07,6410 25th Ave,Kenosha,WI,53143,Kenosha,OPEN,Choice,,,262-383-2918,,https://kca.school,admin@kca.school
2793,Kenosha,0730,Kenosha Lutheran Academy,Private School,Elementary School,K4,08,5038 19th Ave,Kenosha,WI,53140,Kenosha,OPEN,Choice,,,262-652-3451,--,www.klawolves.com,lotto@klawolves.com
2793,Kenosha,1625,Kenosha Montessori School,Private School,Elementary School,KG,06,2401 69th St,Kenosha,WI,53143,Kenosha,OPEN,,,,262-654-6950,,www.kenoshamontessori.org,kms@kenoshamontessori.org
2793,Kenosha,5220,Saint Joseph Catholic Academy,Private School,Combined Elementary/Secondary School,K4,12,2401 69th St,Kenosha,WI,53143,Kenosha,OPEN,Choice,,,262-654-8651,262-729-3052,www.sjcawi.org,bbartholomew@sjcawi.org
2793,Kenosha,2022,Shining Star Christian Schools Inc,Private School,Elementary School,K4,12,2313 17th Ave,Kenosha,WI,53140,Kenosha,OPEN,Choice,,,414-376-9230,,https://shiningstarschools.org,john.mattek@shiningstarschools.org
2793,Kenosha,8213,Shoreland Lutheran High School,Private School,High School,09,12,9026 12th St,Kenosha,WI,53144,Kenosha,OPEN,Choice,,,262-859-2595,262-859-2783,www.slhs.us,koestlerm@slhs.us
2793,Kenosha,1896,Tall Oaks Academy Inc,Private School,Elementary School,K4,09,8900 34th Ave,Kenosha,WI,53142,Kenosha,OPEN,,,,262-455-7688,,https://talloaksacademy.com,srendulic@talloaksacademy.com
2800,Kewaskum,1973,Community Christian Academy,Private School,Combined Elementary/Secondary School,K4,11,W5760 Mohawk Rd,Campbellsport,WI,53010,Washington,OPEN,,,,262-338-0725,,ccawisconsin.org,office@ccawisconsin.org
2800,Kewaskum,1320,Holy Trinity Grade School,Private School,Combined Elementary/Secondary School,KG,08,305 Main St,Kewaskum,WI,53040,Washington,OPEN,,,,262-626-2603,262-626-8863,http://www.htschool.net,principal@htschool.net
2800,Kewaskum,5620,Saint Lucas Grade School,Private School,Elementary School,K4,08,1410 Parkview,Kewaskum,WI,53040,Washington,OPEN,Choice,,,262-626-2680,,www.stlucaswels.org,mhesse@stlucaswels.org
2814,Kewaunee,1250,Holy Rosary Catholic School,Private School,Elementary School,K4,08,519 Kilbourn St,Kewaunee,WI,54216,Kewaunee,OPEN,Choice,,,920-388-2431,,www.holyrosarykewaunee.com/school,kstollberg@holyrosarykewaunee.com
2828,Kiel Area,8310,Divine Savior Catholic School,Private School,Elementary School,K4,08,423 Fremont St,Kiel,WI,53042,Manitowoc,OPEN,Choice,,,920-894-3533,,divinesaviorschool.org,divinesaviorcatholicschool@gmail.com
2828,Kiel Area,8508,Trinity Lutheran School,Private School,Elementary School,K4,08,387 Cemetery Rd,Kiel,WI,53042,Manitowoc,OPEN,,,,920-894-3012,920-894-4742,trinitykiel.com,office@trinitykiel.com
2835,Kimberly Area,0870,Holy Spirit Catholic School,Private School,Elementary School,K4,08,W2796 County Road KK,Appleton,WI,54915,Outagamie,OPEN,Choice,,,920-733-2651,920-733-5440,www.holyspiritknights.org,office@holyspiritknights.org
2835,Kimberly Area,1940,Shepherd of the Valley Lutheran School,Private School,Elementary School,K4,08,N8728 S Coop Rd,Menasha,WI,54952,Calumet,OPEN,Choice,,,920-731-4001,,www.svls.us,jacob.steinmetz@svls.us
2849,La Crosse,0071,Aquinas High,Private School,High School,09,12,315 11th St South,La Crosse,WI,54601,La Crosse,OPEN,Choice,,,608-784-0287,608-782-8851,aquinascatholicschools.org,adam.poellinger@aquinasschools.org
2849,La Crosse,0070,Aquinas Middle,Private School,Junior High School,07,08,315 11th St South,La Crosse,WI,54601,La Crosse,OPEN,Choice,,,608-784-0156,608-784-0229,aquinascatholicschools.org,adam.poellinger@aquinasschools.org
2849,La Crosse,1299,Blessed Sacrament Elementary,Private School,Elementary School,03,06,2404 King St,La Crosse,WI,54601,La Crosse,OPEN,Choice,,,608-782-5564,608-782-7765,www.aquinascatholicschools.org,megan.bauer@aquinasschools.org
2849,La Crosse,0305,Cathedral Elementary,Private School,Elementary School,K4,02,1319 Ferry St,La Crosse,WI,54601,La Crosse,OPEN,Choice,,,608-782-5998,,www.aquinascatholicschools.org,teresa.eliason@aquinasschools.org
2849,La Crosse,0329,Chileda Institute Inc,Private School,Combined Elementary/Secondary School,KG,12,1825 Victory St,La Crosse,WI,54601,La Crosse,OPEN,,,,608-782-6480,,www.chileda.org,DerekC@chileda.org
2849,La Crosse,1669,Coulee Connections,Private School,Combined Elementary/Secondary School,KG,12,99 Milwaukee St,La Crosse,WI,54603,La Crosse,OPEN,,,,608-519-5540,,,rvannuland@couleeconnections.com
2849,La Crosse,1799,Driftless Pass School,Private School,Combined Elementary/Secondary School,K4,12,3710 East Ave S,La Crosse,WI,54601,La Crosse,OPEN,,,,608-317-0553,608-782-0702,cclse.org,blee@cclse.org
2849,La Crosse,0670,First Evangelical Lutheran School,Private School,Elementary School,KG,08,520 West Ave S,La Crosse,WI,54601,La Crosse,OPEN,Choice,,,608-784-1050,608-785-2417,www.firstlacrosse.org,school@firstlacrosse.org
2849,La Crosse,1570,Immanuel Lutheran School,Private School,Elementary School,K4,08,806 Saint Paul St,La Crosse,WI,54603,La Crosse,OPEN,,,,608-784-5712,,immanuel-lacrosse.org,immprin@gmail.com
2849,La Crosse,1950,Mount Calvary Grace Lutheran School,Private School,Combined Elementary/Secondary School,K4,08,1614 Park Ave,La Crosse,WI,54601,La Crosse,OPEN,,,,608-784-8223,608-784-7305,www.mcglutheran.org,secretary@mcglutheran.org
2849,La Crosse,1466,Providence Academy,Private School,Combined Elementary/Secondary School,KG,12,716 Windsor St,La Crosse,WI,54603,La Crosse,OPEN,,,,608-784-6167,,www.providencelacrosse.org,office@providencelacrosse.org
2856,Ladysmith,2033,Firm Foundation Academy,Private School,Combined Elementary/Secondary School,06,10,1100 Port Arthur Rd,Ladysmith,WI,54848,Rusk,OPEN,Choice,,,715-204-9775,,https://www.firmfoundationacademy.org/,administration@impactcs.org
2856,Ladysmith,1706,North Cedar Academy,Private School,High School,09,12,1500 Port Arthur Rd,Ladysmith,WI,54848,Rusk,CLOSED,,,,715-532-0201,715-532-9916,www.northcedar.net,admissions@northcedar.net
2856,Ladysmith,2190,Our Lady of Sorrows Grade School,Private School,Elementary School,K4,08,105 Washington  Ave E,Ladysmith,WI,54848,Rusk,OPEN,Choice,,,715-532-3232,--,olsladysmith.com,olsladysmith@gmail.com
2885,Lake Geneva J1,0675,First Evangelical Lutheran School,Private School,Elementary School,K4,08,1101 Logan St,Lake Geneva,WI,53147,Walworth,OPEN,Choice,,,262-248-3374,262-248-3317,lakegenevachristian.com,school@firstlutheranwels.org
2885,Lake Geneva J1,1991,Mount Zion Christian School,Private School,Elementary School,KG,08,2330 Highway 120,Lake Geneva,WI,53147,Walworth,OPEN,Choice,,,262-248-5255,262-248-7648,www.mtzionschool.com,secretary@mtzionschool.com
2885,Lake Geneva J1,3750,Saint Francis de Sales Parish School,Private School,Elementary School,K4,08,130 W Main St,Lake Geneva,WI,53147,Walworth,OPEN,Choice,,,262-248-2778,262-248-7860,sfdslg.org/school,principal@sfdslg.org
2898,Lake Mills Area,1640,Lakeside Lutheran High School,Private School,High School,09,12,231 Woodland Beach Rd,Lake Mills,WI,53551,Jefferson,OPEN,Choice,,,920-648-2321,920-648-5625,www.llhs.org,office@llhs.org
2898,Lake Mills Area,7031,Saint Paul Evangelical Lutheran School,Private School,Elementary School,K4,08,1530 S Main St,Lake Mills,WI,53551,Jefferson,OPEN,,,,920-648-2918,920-648-2250,www.stpaullakemills.org,principal@stpaullakemills.org
2912,Lancaster Community,3570,Saint Clement School,Private School,Elementary School,K4,06,330 W Maple St,Lancaster,WI,53813,Grant,OPEN,,,,608-723-7474,608-723-4424,www.saintclementschool.com,joshjensen@saintclementschool.com
3129,Little Chute Area,4350,Saint John Grade School,Private School,Elementary School,K4,08,328 Grand Ave,Little Chute,WI,54140,Outagamie,OPEN,Choice,,,920-788-9082,920-687-0851,www.stjn.org,dvaneperen@stjn.org
3150,Lodi,6800,Blessed Trinity Catholic School,Private School,Elementary School,K4,08,109 S Military Rd,Dane,WI,53529,Dane,CLOSED,,,,608-592-5711,,www.btcatholic.us,azepp@btcatholic.us
3150,Lodi,1974,Prairie Valley Christian School,Private School,Combined Elementary/Secondary School,K4,12,923 Development Dr,Lodi,WI,53555,Columbia,OPEN,,,,608-592-2273,,https://www.prairievalley.org,pvcs@prairievalley.org
3171,Lomira,4865,Saint John's Lutheran School,Private School,Elementary School,K4,08,558 Water St,Lomira,WI,53048,Dodge,OPEN,Choice,,,920-269-4514,920-269-7364,www.stjohnslomira.com,jadelmeyer@stjohnslomira.com
3171,Lomira,2067,Saint Mary Congregation School,Private School,Elementary School,K4,05,699 Milwaukee St,Lomira,WI,53048,Dodge,OPEN,,,,920-387-2920,,www.stmarymayville.org,myauck@stmarymayville.org
3206,Loyal,1777,Pine Ridge Amish School,Private School,Elementary School,01,08,W4380 26 Rd,Loyal,WI,54446,Clark,OPEN,,,,,,,
3206,Loyal,1634,Rock Creek Amish School 1,Private School,Elementary School,01,08,W1819 Spencer Rd,Loyal,WI,54446,Clark,OPEN,,,,,,,
3206,Loyal,3070,Saint Anthony Grade School,Private School,Elementary School,K4,06,208 W Spring St  PO Box 69,Loyal,WI,54446,Clark,OPEN,,,,715-255-8636,715-255-8636,,stasprincipal@gmail.com
3206,Loyal,1709,Spring Creek Amish School,Private School,Elementary School,01,08,W1819 Spencer Rd,Loyal,WI,54446,Clark,OPEN,,,,,,,
3220,Luxemburg-Casco,1355,Holy Trinity School,Private School,Elementary School,K4,06,510 Church Ave,Casco,WI,54205,Kewaunee,OPEN,Choice,,,920-837-7531,,www.holytrinitycasco.com,office@holytrinitycasco.com
3220,Luxemburg-Casco,6370,Saint Mary School,Private School,Elementary School,K4,06,1406 Main St,Luxemburg,WI,54217,Kewaunee,OPEN,Choice,,,920-845-2224,,www.stmarysluxemburg.org,smsprincipal@stmarysluxemburg.org
3220,Luxemburg-Casco,7070,Saint Paul Lutheran School,Private School,Elementary School,K4,08,N4118 County Road AB,Luxemburg,WI,54217,Kewaunee,OPEN,Choice,,,920-845-2095,920-845-9075,www.stpaullux.org,pastorolson@stpaullux.org
3269,Madison Metropolitan,1300,Abundant Life Christian School,Private School,Combined Elementary/Secondary School,K4,12,4901 E Buckeye Rd,Madison,WI,53716,Dane,OPEN,Choice,,,608-221-1520,608-480-8296,www.alcs.us,pferge@alcs.us
3269,Madison Metropolitan,1871,Acton Academy Madison West,Private School,Elementary School,K4,06,4100 Nakoma Rd,Madison,WI,53711,Dane,CLOSED,,,,608-535-1084,,https://www.actonmadison.com/,marisa@actonmadison.com
3269,Madison Metropolitan,1884,All Nations Academy,Private School,Elementary School,KG,05,4301 Mandrake Rd,Madison,WI,53704,Dane,OPEN,,,,240-353-2807,,https://allnationsmadison.org,allnationsmadison@gmail.com
3269,Madison Metropolitan,0238,Blessed Sacrament Elementary,Private School,Elementary School,K4,08,2112 Hollister Ave,Madison,WI,53726,Dane,OPEN,,,,608-233-6155,608-238-4220,www.school.blsacrament.org,scastrogiovanni@school.blsacrament.org
3269,Madison Metropolitan,1778,Blooming Grove Montessori School,Private School,Elementary School,K4,08,4560 Rustic Dr,Madison,WI,53718,Dane,OPEN,,,,608-658-9121,,bloominggrovemontessori.com,info@bloominggrovemontessori.com
3269,Madison Metropolitan,1138,Capitoland Christian School,Private School,Elementary School,K4,03,3651 Maple Grove Dr,Madison,WI,53719,Dane,OPEN,,,,608-228-2022,608-845-8329,www.capitoland.com,school@capitoland.com
3269,Madison Metropolitan,0537,Eagle School of Madison,Private School,Elementary School,KG,08,5454 Gunflint Trail,Madison,WI,53711,Dane,OPEN,,,,608-273-0309,--,eagleschool.org,info@eagleschool.org
3269,Madison Metropolitan,0550,Eastside Evangelical Lutheran Elementary,Private School,Elementary School,K4,08,2310 Independence Ln,Madison,WI,53704,Dane,OPEN,Choice,,,608-244-3045,--,www.eastsidelutheran.org,mlaich@eastsidelutheran.org
